ID;name;age;note;position;photo;club;drapeau;taille;poids;prix;rarete
10270;B. Nowak;26;67;CAM;https://cdn.sofifa.com/players/235/471/20_120.png;https://cdn.sofifa.com/teams/420/60.png;https://cdn.sofifa.com/flags/pl.png;"5'11""";161lbs;900000;Argent
10271;Diego Ferraresso;28;63;LB;https://cdn.sofifa.com/players/235/472/20_120.png;https://cdn.sofifa.com/teams/110747/60.png;https://cdn.sofifa.com/flags/bg.png;"5'7""";157lbs;325000;Argent
10272;A. Al Shamrani;26;57;CB;https://cdn.sofifa.com/players/235/481/20_120.png;https://cdn.sofifa.com/teams/113222/60.png;https://cdn.sofifa.com/flags/sa.png;"5'9""";143lbs;110000;Bronze
10273;C. Karayel;25;63;CB;https://cdn.sofifa.com/players/235/495/20_120.png;https://cdn.sofifa.com/teams/101007/60.png;https://cdn.sofifa.com/flags/tr.png;"5'9""";165lbs;400000;Argent
10274;O. Rathbone;23;66;CAM;https://cdn.sofifa.com/players/235/496/20_120.png;https://cdn.sofifa.com/teams/1955/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";168lbs;875000;Argent
10275;D. Benlamri;30;72;CB;https://cdn.sofifa.com/players/235/499/20_120.png;https://cdn.sofifa.com/teams/111674/60.png;https://cdn.sofifa.com/flags/dz.png;"6'1""";183lbs;2500000;Argent
10276;A. Al Shammary;24;62;LM;https://cdn.sofifa.com/players/235/500/20_120.png;https://cdn.sofifa.com/teams/111674/60.png;https://cdn.sofifa.com/flags/sa.png;"5'10""";139lbs;350000;Argent
10277;W. Candia;27;63;RM;https://cdn.sofifa.com/players/235/505/20_120.png;https://cdn.sofifa.com/teams/101108/60.png;https://cdn.sofifa.com/flags/py.png;"5'8""";161lbs;425000;Argent
10278;Iban Salvador;24;66;LW;https://cdn.sofifa.com/players/235/507/20_120.png;https://cdn.sofifa.com/teams/110065/60.png;https://cdn.sofifa.com/flags/gq.png;"5'8""";159lbs;925000;Argent
10279;I. Torres;29;68;LB;https://cdn.sofifa.com/players/235/511/20_120.png;https://cdn.sofifa.com/teams/101108/60.png;https://cdn.sofifa.com/flags/py.png;"5'10""";165lbs;750000;Argent
10280;Gelson Dala;23;74;ST;https://cdn.sofifa.com/players/235/512/20_120.png;https://cdn.sofifa.com/teams/744/60.png;https://cdn.sofifa.com/flags/ao.png;"5'9""";143lbs;7500000;Argent
10281;S. Ganvoula;24;69;ST;https://cdn.sofifa.com/players/235/513/20_120.png;https://cdn.sofifa.com/teams/160/60.png;https://cdn.sofifa.com/flags/cg.png;"6'3""";187lbs;1400000;Argent
10282;S. Al Rubaie;26;64;CB;https://cdn.sofifa.com/players/235/514/20_120.png;https://cdn.sofifa.com/teams/112096/60.png;https://cdn.sofifa.com/flags/sa.png;"6'2""";179lbs;525000;Argent
10283;Benito;24;69;LM;https://cdn.sofifa.com/players/235/515/20_120.png;https://cdn.sofifa.com/teams/472/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";163lbs;1300000;Argent
10284;R. Kaib;23;64;LWB;https://cdn.sofifa.com/players/235/516/20_120.png;https://cdn.sofifa.com/teams/700/60.png;https://cdn.sofifa.com/flags/se.png;"5'10""";139lbs;550000;Argent
10285;I. Drešević;23;67;CB;https://cdn.sofifa.com/players/235/519/20_120.png;https://cdn.sofifa.com/teams/1913/60.png;https://cdn.sofifa.com/flags/xk.png;"6'1""";179lbs;1100000;Argent
10286;Rafa Mújica;21;62;CAM;https://cdn.sofifa.com/players/235/520/20_120.png;https://cdn.sofifa.com/teams/110827/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";154lbs;500000;Argent
10287;Carbonell;22;65;CAM;https://cdn.sofifa.com/players/235/521/20_120.png;https://cdn.sofifa.com/teams/897/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";161lbs;825000;Argent
10288;Aleix Febas;24;72;CAM;https://cdn.sofifa.com/players/235/522/20_120.png;https://cdn.sofifa.com/teams/453/60.png;https://cdn.sofifa.com/flags/es.png;"5'7""";134lbs;4300000;Argent
10289;D. Geiger;22;72;CM;https://cdn.sofifa.com/players/235/526/20_120.png;https://cdn.sofifa.com/teams/10029/60.png;https://cdn.sofifa.com/flags/de.png;"5'8""";143lbs;4700000;Argent
10290;E. Oti Essigba;22;63;LW;https://cdn.sofifa.com/players/235/527/20_120.png;https://cdn.sofifa.com/teams/1445/60.png;https://cdn.sofifa.com/flags/gh.png;"5'8""";161lbs;550000;Argent
10291;D. Parra;20;60;LB;https://cdn.sofifa.com/players/235/534/20_120.png;https://cdn.sofifa.com/teams/1032/60.png;https://cdn.sofifa.com/flags/mx.png;"5'11""";159lbs;325000;Argent
10292;F. Venegas;21;68;LB;https://cdn.sofifa.com/players/235/536/20_120.png;https://cdn.sofifa.com/teams/1970/60.png;https://cdn.sofifa.com/flags/mx.png;"5'10""";154lbs;1400000;Argent
10293;E. Sánchez;20;60;ST;https://cdn.sofifa.com/players/235/537/20_120.png;https://cdn.sofifa.com/teams/110147/60.png;https://cdn.sofifa.com/flags/mx.png;"5'6""";141lbs;450000;Argent
10294;S. Memišević;26;71;CB;https://cdn.sofifa.com/players/235/544/20_120.png;https://cdn.sofifa.com/teams/112978/60.png;https://cdn.sofifa.com/flags/ba.png;"6'1""";181lbs;2500000;Argent
10295;M. Cabit;27;67;LB;https://cdn.sofifa.com/players/235/548/20_120.png;https://cdn.sofifa.com/teams/68/60.png;https://cdn.sofifa.com/flags/fr.png;"5'11""";165lbs;750000;Argent
10296;Y. Salmier;27;70;CB;https://cdn.sofifa.com/players/235/553/20_120.png;https://cdn.sofifa.com/teams/294/60.png;https://cdn.sofifa.com/flags/fr.png;"6'2""";187lbs;1900000;Argent
10297;I. Sacko;22;68;ST;https://cdn.sofifa.com/players/235/554/20_120.png;https://cdn.sofifa.com/teams/72/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";154lbs;1400000;Argent
10298;T. Campanini;21;65;RB;https://cdn.sofifa.com/players/235/558/20_120.png;https://cdn.sofifa.com/teams/111817/60.png;https://cdn.sofifa.com/flags/fr.png;"5'10""";159lbs;675000;Argent
10299;K. Fortuné;30;70;ST;https://cdn.sofifa.com/players/235/561/20_120.png;https://cdn.sofifa.com/teams/57/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";176lbs;1700000;Argent
10300;M. Chouiar;21;73;CAM;https://cdn.sofifa.com/players/235/563/20_120.png;https://cdn.sofifa.com/teams/110569/60.png;https://cdn.sofifa.com/flags/fr.png;"5'10""";165lbs;5500000;Argent
10301;D. Bronn;25;72;CB;https://cdn.sofifa.com/players/235/565/20_120.png;https://cdn.sofifa.com/teams/68/60.png;https://cdn.sofifa.com/flags/tn.png;"6'1""";170lbs;3800000;Argent
10302;T. Ndombele;23;80;CAM;https://cdn.sofifa.com/players/235/569/20_120.png;https://cdn.sofifa.com/teams/18/60.png;https://cdn.sofifa.com/flags/fr.png;"5'11""";168lbs;20500000;Or
10303;R. Sykes;21;65;CB;https://cdn.sofifa.com/players/235/572/20_120.png;https://cdn.sofifa.com/teams/110313/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'5""";161lbs;725000;Argent
10304;M. Godinho;23;64;RWB;https://cdn.sofifa.com/players/235/573/20_120.png;https://cdn.sofifa.com/teams/110592/60.png;https://cdn.sofifa.com/flags/ca.png;"5'10""";154lbs;575000;Argent
10305;I. Sackey;26;69;CB;https://cdn.sofifa.com/players/235/580/20_120.png;https://cdn.sofifa.com/teams/101028/60.png;https://cdn.sofifa.com/flags/gh.png;"6'3""";194lbs;1100000;Argent
10306;L. Badiashile;22;66;GK;https://cdn.sofifa.com/players/235/582/20_120.png;https://cdn.sofifa.com/teams/69/60.png;https://cdn.sofifa.com/flags/fr.png;"6'1""";176lbs;775000;Argent
10307;S. Babić;24;70;CB;https://cdn.sofifa.com/players/235/589/20_120.png;https://cdn.sofifa.com/teams/112809/60.png;https://cdn.sofifa.com/flags/ba.png;"6'5""";190lbs;2500000;Argent
10308;B. Al Mutairi;30;64;LB;https://cdn.sofifa.com/players/235/600/20_120.png;https://cdn.sofifa.com/teams/113057/60.png;https://cdn.sofifa.com/flags/sa.png;"5'6""";110lbs;350000;Argent
10309;T. Reid;22;60;CB;https://cdn.sofifa.com/players/235/605/20_120.png;https://cdn.sofifa.com/teams/1934/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";168lbs;250000;Argent
10310;T. Rocha;26;63;CM;https://cdn.sofifa.com/players/235/607/20_120.png;https://cdn.sofifa.com/teams/112828/60.png;https://cdn.sofifa.com/flags/bz.png;"5'9""";165lbs;425000;Argent
10311;K. Wilson B;20;64;RB;https://cdn.sofifa.com/players/235/618/20_120.png;https://cdn.sofifa.com/teams/561/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";157lbs;625000;Argent
10312;M. Edwards;21;77;LM;https://cdn.sofifa.com/players/235/619/20_120.png;https://cdn.sofifa.com/teams/1887/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'6""";143lbs;16000000;Or
10313;Álvaro Jiménez;25;71;RM;https://cdn.sofifa.com/players/235/623/20_120.png;https://cdn.sofifa.com/teams/1854/60.png;https://cdn.sofifa.com/flags/es.png;"5'9""";157lbs;3000000;Argent
10314;M. Ambrose;26;64;CB;https://cdn.sofifa.com/players/235/626/20_120.png;https://cdn.sofifa.com/teams/112893/60.png;https://cdn.sofifa.com/flags/us.png;"5'9""";165lbs;475000;Argent
10315;O. De Wolf;23;68;GK;https://cdn.sofifa.com/players/235/629/20_120.png;https://cdn.sofifa.com/teams/2013/60.png;https://cdn.sofifa.com/flags/be.png;"6'3""";183lbs;925000;Argent
10316;Y. Diouf;20;63;GK;https://cdn.sofifa.com/players/235/633/20_120.png;https://cdn.sofifa.com/teams/379/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";163lbs;675000;Argent
10317;G. Konan;24;76;LWB;https://cdn.sofifa.com/players/235/634/20_120.png;https://cdn.sofifa.com/teams/379/60.png;https://cdn.sofifa.com/flags/ci.png;"5'9""";157lbs;9000000;Or
10318;M. Madsen;22;68;CM;https://cdn.sofifa.com/players/235/636/20_120.png;https://cdn.sofifa.com/teams/252/60.png;https://cdn.sofifa.com/flags/dk.png;"6'1""";181lbs;1200000;Argent
10319;M. van Rooijen;20;60;RM;https://cdn.sofifa.com/players/235/639/20_120.png;https://cdn.sofifa.com/teams/1903/60.png;https://cdn.sofifa.com/flags/nl.png;"5'10""";165lbs;350000;Argent
10320;R. Yates;22;69;CDM;https://cdn.sofifa.com/players/235/642/20_120.png;https://cdn.sofifa.com/teams/14/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'3""";170lbs;1600000;Argent
10321;H. Sarpei;21;65;CDM;https://cdn.sofifa.com/players/235/647/20_120.png;https://cdn.sofifa.com/teams/165/60.png;https://cdn.sofifa.com/flags/gh.png;"5'10""";159lbs;775000;Argent
10322;U. Yuvakuran;22;63;GK;https://cdn.sofifa.com/players/235/652/20_120.png;https://cdn.sofifa.com/teams/327/60.png;https://cdn.sofifa.com/flags/tr.png;"6'4""";179lbs;500000;Argent
10323;W. Al Anazi;25;58;CAM;https://cdn.sofifa.com/players/235/656/20_120.png;https://cdn.sofifa.com/teams/111674/60.png;https://cdn.sofifa.com/flags/sa.png;"5'6""";150lbs;170000;Bronze
10324;V. Nelsson;21;74;CB;https://cdn.sofifa.com/players/235/658/20_120.png;https://cdn.sofifa.com/teams/819/60.png;https://cdn.sofifa.com/flags/dk.png;"6'1""";172lbs;8000000;Argent
10325;A. Mumin;22;67;CB;https://cdn.sofifa.com/players/235/662/20_120.png;https://cdn.sofifa.com/teams/1887/60.png;https://cdn.sofifa.com/flags/gh.png;"6'2""";176lbs;1100000;Argent
10326;G. Til;22;74;CAM;https://cdn.sofifa.com/players/235/663/20_120.png;https://cdn.sofifa.com/teams/25/60.png;https://cdn.sofifa.com/flags/nl.png;"6'1""";172lbs;8000000;Argent
10327;M. McKee;19;58;CAM;https://cdn.sofifa.com/players/235/664/19_120.png;https://cdn.sofifa.com/teams/361/60.png;https://cdn.sofifa.com/flags/gb-nir.png;"5'10""";161lbs;220000;Bronze
10328;R. Lundqvist;23;67;RM;https://cdn.sofifa.com/players/235/670/20_120.png;https://cdn.sofifa.com/teams/1915/60.png;https://cdn.sofifa.com/flags/se.png;"5'10""";163lbs;1000000;Argent
10329;D. Maresic;20;70;CB;https://cdn.sofifa.com/players/235/673/20_120.png;https://cdn.sofifa.com/teams/379/60.png;https://cdn.sofifa.com/flags/at.png;"6'0""";163lbs;2900000;Argent
10330;M. García;22;69;LW;https://cdn.sofifa.com/players/235/675/20_120.png;https://cdn.sofifa.com/teams/472/60.png;https://cdn.sofifa.com/flags/ar.png;"5'7""";143lbs;1600000;Argent
10331;A. Bifulco;23;62;RM;https://cdn.sofifa.com/players/235/690/20_120.png;https://cdn.sofifa.com/teams/48/60.png;https://cdn.sofifa.com/flags/it.png;"5'8""";139lbs;450000;Argent
10332;J. Green;25;62;RM;https://cdn.sofifa.com/players/235/700/20_120.png;https://cdn.sofifa.com/teams/1954/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'6""";159lbs;375000;Argent
10333;A. Beestin;22;59;CAM;https://cdn.sofifa.com/players/235/703/20_120.png;https://cdn.sofifa.com/teams/1949/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";165lbs;220000;Bronze
10334;S. Todd;22;57;CB;https://cdn.sofifa.com/players/235/704/20_120.png;https://cdn.sofifa.com/teams/111131/60.png;https://cdn.sofifa.com/flags/ie.png;"6'1""";168lbs;140000;Bronze
10335;Murilo;24;70;CAM;https://cdn.sofifa.com/players/235/706/20_120.png;https://cdn.sofifa.com/teams/1892/60.png;https://cdn.sofifa.com/flags/br.png;"5'9""";146lbs;2400000;Argent
10336;A. Al Yousif;23;57;LB;https://cdn.sofifa.com/players/235/710/20_120.png;https://cdn.sofifa.com/teams/112390/60.png;https://cdn.sofifa.com/flags/sa.png;"6'1""";163lbs;140000;Bronze
10337;M. Domínguez;20;67;LM;https://cdn.sofifa.com/players/235/714/20_120.png;https://cdn.sofifa.com/teams/1878/60.png;https://cdn.sofifa.com/flags/mx.png;"5'3""";128lbs;1100000;Argent
10338;H. Paton;22;59;RM;https://cdn.sofifa.com/players/235/715/20_120.png;https://cdn.sofifa.com/teams/631/60.png;https://cdn.sofifa.com/flags/ca.png;"5'9""";154lbs;230000;Bronze
10339;B. Özcan;22;69;CAM;https://cdn.sofifa.com/players/235/717/20_120.png;https://cdn.sofifa.com/teams/101014/60.png;https://cdn.sofifa.com/flags/tr.png;"5'11""";174lbs;1500000;Argent
10340;J. Soñora;23;68;CAM;https://cdn.sofifa.com/players/235/719/20_120.png;https://cdn.sofifa.com/teams/112670/60.png;https://cdn.sofifa.com/flags/us.png;"5'9""";154lbs;1300000;Argent
10341;W. O'Hora;21;58;CB;https://cdn.sofifa.com/players/235/728/20_120.png;https://cdn.sofifa.com/teams/1798/60.png;https://cdn.sofifa.com/flags/ie.png;"6'3""";185lbs;250000;Bronze
10342;D. Bates;23;66;CB;https://cdn.sofifa.com/players/235/729/20_120.png;https://cdn.sofifa.com/teams/1750/60.png;https://cdn.sofifa.com/flags/gb-sct.png;"6'3""";183lbs;800000;Argent
10343;E. Ampadu;19;67;CB;https://cdn.sofifa.com/players/235/735/20_120.png;https://cdn.sofifa.com/teams/1794/60.png;https://cdn.sofifa.com/flags/gb-wls.png;"6'0""";172lbs;1500000;Argent
10344;K. Sterling;20;63;ST;https://cdn.sofifa.com/players/235/736/20_120.png;https://cdn.sofifa.com/teams/1958/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";157lbs;675000;Argent
10345;A. Paleari;26;71;GK;https://cdn.sofifa.com/players/235/740/20_120.png;https://cdn.sofifa.com/teams/111993/60.png;https://cdn.sofifa.com/flags/it.png;"6'4""";194lbs;2100000;Argent
10346;B. Thomas-Asante;21;61;RM;https://cdn.sofifa.com/players/235/744/20_120.png;https://cdn.sofifa.com/teams/113926/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";163lbs;425000;Argent
10347;N. Milesi;27;69;CDM;https://cdn.sofifa.com/players/235/746/20_120.png;https://cdn.sofifa.com/teams/111008/60.png;https://cdn.sofifa.com/flags/uy.png;"6'0""";165lbs;1100000;Argent
10348;A. Trusty;21;67;CB;https://cdn.sofifa.com/players/235/755/20_120.png;https://cdn.sofifa.com/teams/694/60.png;https://cdn.sofifa.com/flags/us.png;"6'3""";187lbs;1100000;Argent
10349;O. Dale;21;60;RM;https://cdn.sofifa.com/players/235/769/20_120.png;https://cdn.sofifa.com/teams/121/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";143lbs;350000;Argent
10350;H. Pickering;21;66;LWB;https://cdn.sofifa.com/players/235/770/20_120.png;https://cdn.sofifa.com/teams/121/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";172lbs;900000;Argent
10351;T. Lowery;22;64;CAM;https://cdn.sofifa.com/players/235/771/20_120.png;https://cdn.sofifa.com/teams/121/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'6""";165lbs;650000;Argent
10352;L. James-Wildin;22;63;RWB;https://cdn.sofifa.com/players/235/773/20_120.png;https://cdn.sofifa.com/teams/361/60.png;https://cdn.sofifa.com/flags/ag.png;"5'10""";165lbs;500000;Argent
10353;Santi Comesaña;23;70;CDM;https://cdn.sofifa.com/players/235/781/20_120.png;https://cdn.sofifa.com/teams/480/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";161lbs;2400000;Argent
10354;K. Havertz;21;85;CAM;https://cdn.sofifa.com/players/235/790/20_120.png;https://cdn.sofifa.com/teams/5/60.png;https://cdn.sofifa.com/flags/de.png;"6'2""";183lbs;57000000;Or
10355;E. Eze;22;75;CAM;https://cdn.sofifa.com/players/235/794/20_120.png;https://cdn.sofifa.com/teams/1799/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'8""";148lbs;10000000;Or
10356;A. Sissako;22;69;CDM;https://cdn.sofifa.com/players/235/799/20_120.png;https://cdn.sofifa.com/teams/15005/60.png;https://cdn.sofifa.com/flags/fr.png;"6'1""";172lbs;1400000;Argent
10357;M. Šverko;22;60;CB;https://cdn.sofifa.com/players/235/800/20_120.png;https://cdn.sofifa.com/teams/523/60.png;https://cdn.sofifa.com/flags/hr.png;"6'2""";179lbs;300000;Argent
10358;F. Chiesa;22;78;CAM;https://cdn.sofifa.com/players/235/805/20_120.png;https://cdn.sofifa.com/teams/110374/60.png;https://cdn.sofifa.com/flags/it.png;"5'9""";154lbs;14500000;Or
10359;A. Morley;20;60;CAM;https://cdn.sofifa.com/players/235/807/20_120.png;https://cdn.sofifa.com/teams/1955/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";159lbs;350000;Argent
10360;J. Bedeau;20;58;CB;https://cdn.sofifa.com/players/235/808/20_120.png;https://cdn.sofifa.com/teams/1949/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";172lbs;250000;Bronze
10361;G. Kvilitaia;26;71;ST;https://cdn.sofifa.com/players/235/812/20_120.png;https://cdn.sofifa.com/teams/674/60.png;https://cdn.sofifa.com/flags/ge.png;"6'4""";181lbs;2900000;Argent
10362;R. Marin;24;74;CAM;https://cdn.sofifa.com/players/235/813/20_120.png;https://cdn.sofifa.com/teams/1842/60.png;https://cdn.sofifa.com/flags/ro.png;"5'10""";154lbs;7000000;Argent
10363;R. Benzar;28;71;RB;https://cdn.sofifa.com/players/235/814/20_120.png;https://cdn.sofifa.com/teams/113180/60.png;https://cdn.sofifa.com/flags/ro.png;"5'11""";161lbs;2000000;Argent
10364;S. Sidler;21;66;LB;https://cdn.sofifa.com/players/235/815/20_120.png;https://cdn.sofifa.com/teams/897/60.png;https://cdn.sofifa.com/flags/ch.png;"6'1""";168lbs;1000000;Argent
10365;G. Jaroch;22;62;ST;https://cdn.sofifa.com/players/235/823/20_120.png;https://cdn.sofifa.com/teams/112511/60.png;https://cdn.sofifa.com/flags/pl.png;"5'7""";146lbs;525000;Argent
10366;T. Alarcón;19;66;CB;https://cdn.sofifa.com/players/235/824/20_120.png;https://cdn.sofifa.com/teams/112116/60.png;https://cdn.sofifa.com/flags/cl.png;"5'9""";154lbs;1300000;Argent
10367;G. Gudiño;27;68;RM;https://cdn.sofifa.com/players/235/827/20_120.png;https://cdn.sofifa.com/teams/1013/60.png;https://cdn.sofifa.com/flags/ar.png;"5'7""";148lbs;950000;Argent
10368;D. Bowry;22;53;CB;https://cdn.sofifa.com/players/235/830/20_120.png;https://cdn.sofifa.com/teams/1936/60.png;https://cdn.sofifa.com/flags/ag.png;"5'11""";148lbs;80000;Bronze
10369;F. Depaoli;23;71;RM;https://cdn.sofifa.com/players/235/834/20_120.png;https://cdn.sofifa.com/teams/1837/60.png;https://cdn.sofifa.com/flags/it.png;"6'0""";157lbs;3600000;Argent
10370;Y. Rafael  B;21;60;LWB;https://cdn.sofifa.com/players/235/836/20_120.png;https://cdn.sofifa.com/teams/1439/60.png;https://cdn.sofifa.com/flags/se.png;"5'9""";165lbs;325000;Argent
10371;M. Di Gregorio;22;68;GK;https://cdn.sofifa.com/players/235/840/20_120.png;https://cdn.sofifa.com/teams/111811/60.png;https://cdn.sofifa.com/flags/it.png;"6'2""";179lbs;1100000;Argent
10372;A. Bakayoko;22;64;RM;https://cdn.sofifa.com/players/235/841/20_120.png;https://cdn.sofifa.com/teams/44/60.png;https://cdn.sofifa.com/flags/fr.png;"5'10""";152lbs;800000;Argent
10373;A. Pinamonti;21;68;ST;https://cdn.sofifa.com/players/235/842/20_120.png;https://cdn.sofifa.com/teams/44/60.png;https://cdn.sofifa.com/flags/it.png;"6'1""";159lbs;1700000;Argent
10374;E. Álvarez;22;76;CDM;https://cdn.sofifa.com/players/235/844/20_120.png;https://cdn.sofifa.com/teams/245/60.png;https://cdn.sofifa.com/flags/mx.png;"6'2""";161lbs;10000000;Or
10375;D. Carando;31;66;ST;https://cdn.sofifa.com/players/235/848/20_120.png;https://cdn.sofifa.com/teams/112659/60.png;https://cdn.sofifa.com/flags/ar.png;"6'0""";174lbs;575000;Argent
10376;M. Fofana;22;70;CB;https://cdn.sofifa.com/players/235/849/20_120.png;https://cdn.sofifa.com/teams/68/60.png;https://cdn.sofifa.com/flags/ml.png;"6'1""";165lbs;2400000;Argent
10377;J. Asoro;21;66;ST;https://cdn.sofifa.com/players/235/855/20_120.png;https://cdn.sofifa.com/teams/110556/60.png;https://cdn.sofifa.com/flags/se.png;"5'9""";165lbs;1100000;Argent
10378;Y. Marillat;23;65;GK;https://cdn.sofifa.com/players/235/856/19_120.png;https://cdn.sofifa.com/teams/113948/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";168lbs;525000;Argent
10379;M. Woud;21;63;GK;https://cdn.sofifa.com/players/235/860/20_120.png;https://cdn.sofifa.com/teams/111473/60.png;https://cdn.sofifa.com/flags/nz.png;"6'5""";187lbs;1000000;Argent
10380;M. Varnier;21;69;CB;https://cdn.sofifa.com/players/235/863/20_120.png;https://cdn.sofifa.com/teams/110738/60.png;https://cdn.sofifa.com/flags/it.png;"6'1""";181lbs;1700000;Argent
10381;C. Kouamé;22;75;ST;https://cdn.sofifa.com/players/235/866/20_120.png;https://cdn.sofifa.com/teams/110374/60.png;https://cdn.sofifa.com/flags/ci.png;"6'1""";154lbs;9500000;Or
10382;Vitó;22;62;CAM;https://cdn.sofifa.com/players/235/872/20_120.png;https://cdn.sofifa.com/teams/744/60.png;https://cdn.sofifa.com/flags/pt.png;"5'11""";154lbs;450000;Argent
10383;B. Cabezas;23;67;RW;https://cdn.sofifa.com/players/235/873/20_120.png;https://cdn.sofifa.com/teams/110984/60.png;https://cdn.sofifa.com/flags/ec.png;"6'0""";159lbs;1000000;Argent
10384;A. Balić;21;68;CAM;https://cdn.sofifa.com/players/235/874/20_120.png;https://cdn.sofifa.com/teams/199/60.png;https://cdn.sofifa.com/flags/hr.png;"5'11""";154lbs;1300000;Argent
10385;Pol Lirola;22;71;RM;https://cdn.sofifa.com/players/235/875/20_120.png;https://cdn.sofifa.com/teams/110374/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";165lbs;3200000;Argent
10386;R. Sessegnon;20;75;LM;https://cdn.sofifa.com/players/235/883/20_120.png;https://cdn.sofifa.com/teams/18/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";157lbs;11500000;Or
10387;G. Tormin;22;64;LM;https://cdn.sofifa.com/players/235/887/20_120.png;https://cdn.sofifa.com/teams/212/60.png;https://cdn.sofifa.com/flags/fr.png;"5'9""";159lbs;675000;Argent
10388;I. Cardona;22;71;ST;https://cdn.sofifa.com/players/235/888/20_120.png;https://cdn.sofifa.com/teams/378/60.png;https://cdn.sofifa.com/flags/fr.png;"6'1""";170lbs;3500000;Argent
10389;C. Ünder;22;78;LM;https://cdn.sofifa.com/players/235/889/20_120.png;https://cdn.sofifa.com/teams/95/60.png;https://cdn.sofifa.com/flags/tr.png;"5'8""";146lbs;14000000;Or
10390;M. Saadane;28;67;CDM;https://cdn.sofifa.com/players/235/890/20_120.png;https://cdn.sofifa.com/teams/112390/60.png;https://cdn.sofifa.com/flags/ma.png;"6'2""";165lbs;775000;Argent
10391;I. Atiemwen;23;69;ST;https://cdn.sofifa.com/players/235/893/20_120.png;https://cdn.sofifa.com/teams/211/60.png;https://cdn.sofifa.com/flags/ng.png;"5'11""";176lbs;1300000;Argent
10392;D. Zeefuik;22;75;RB;https://cdn.sofifa.com/players/235/899/20_120.png;https://cdn.sofifa.com/teams/166/60.png;https://cdn.sofifa.com/flags/nl.png;"5'10""";168lbs;8000000;Or
10393;M. Mansour;26;51;CB;https://cdn.sofifa.com/players/235/910/19_120.png;https://cdn.sofifa.com/teams/112990/60.png;https://cdn.sofifa.com/flags/sa.png;"5'9""";137lbs;35000;Bronze
10394;E. Embleton;21;60;CAM;https://cdn.sofifa.com/players/235/913/20_120.png;https://cdn.sofifa.com/teams/106/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'8""";141lbs;375000;Argent
10395;G. Gómez;24;66;GK;https://cdn.sofifa.com/players/235/925/20_120.png;https://cdn.sofifa.com/teams/101085/60.png;https://cdn.sofifa.com/flags/ar.png;"6'3""";194lbs;725000;Argent
10396;M. Zaracho;22;76;CAM;https://cdn.sofifa.com/players/235/926/20_120.png;https://cdn.sofifa.com/teams/101085/60.png;https://cdn.sofifa.com/flags/ar.png;"5'7""";143lbs;11000000;Or
10397;C. D'Urso;21;65;CAM;https://cdn.sofifa.com/players/235/929/20_120.png;https://cdn.sofifa.com/teams/111993/60.png;https://cdn.sofifa.com/flags/it.png;"5'10""";163lbs;925000;Argent
10398;L. Zanimacchia;21;63;CAM;https://cdn.sofifa.com/players/235/935/20_120.png;https://cdn.sofifa.com/teams/244/60.png;https://cdn.sofifa.com/flags/it.png;"5'10""";152lbs;625000;Argent
10399;S. Gorga;26;65;CB;https://cdn.sofifa.com/players/235/938/20_120.png;https://cdn.sofifa.com/teams/112184/60.png;https://cdn.sofifa.com/flags/uy.png;"6'2""";161lbs;625000;Argent
10400;F. Zorba;22;59;CB;https://cdn.sofifa.com/players/235/939/20_120.png;https://cdn.sofifa.com/teams/114398/60.png;https://cdn.sofifa.com/flags/tr.png;"6'1""";181lbs;220000;Bronze
10401;F. Cassata;22;68;CM;https://cdn.sofifa.com/players/235/942/20_120.png;https://cdn.sofifa.com/teams/110556/60.png;https://cdn.sofifa.com/flags/it.png;"6'0""";168lbs;1400000;Argent
